start_time,block_bytes,datetime,close,change
2021-01-04 08:00:00,47543.9233871,2021-01-04 08:00:00,1027.1,-0.0239660939638133
2021-01-04 09:00:00,47712.99264706,2021-01-04 09:00:00,970.65,-0.054960568591179
2021-01-04 10:00:00,48703.7063197,2021-01-04 10:00:00,965.43,-0.0053778395920259
2021-01-04 11:00:00,45141.37037037,2021-01-04 11:00:00,977.12,0.0121085940979668
2021-01-04 12:00:00,44317.61389961,2021-01-04 12:00:00,1020.19,0.0440785164565253
2021-01-04 13:00:00,44131.17100372,2021-01-04 13:00:00,1013.6,-0.0064595810584303
2021-01-04 14:00:00,43875.1884058,2021-01-04 14:00:00,1044.66,0.0306432517758485
2021-01-04 15:00:00,42751.73684211,2021-01-04 15:00:00,1041.19,-0.0033216548925009
2021-01-04 16:00:00,44293.32600733,2021-01-04 16:00:00,1011.28,-0.0287267453586762
2021-01-04 17:00:00,40363.26315789,2021-01-04 17:00:00,1000.96,-0.0102048888537298
2021-01-04 18:00:00,40864.2173913,2021-01-04 18:00:00,1016.79,0.0158148177749359
2021-01-04 19:00:00,40937.13709677,2021-01-04 19:00:00,1044.41,0.0271639178198055
2021-01-04 20:00:00,38622.04713805,2021-01-04 20:00:00,1021.61,-0.0218305071763005
2021-01-04 21:00:00,40427.96896552,2021-01-04 21:00:00,1007.42,-0.0138898405458052
2021-01-04 22:00:00,40466.70588235,2021-01-04 22:00:00,1014.13,0.0066605785074744
2021-01-04 23:00:00,40537.90689655,2021-01-04 23:00:00,1043.11,0.0285762180391073
2021-01-05 00:00:00,43884.66412214,2021-01-05 00:00:00,1098.85,0.0534363585815493
2021-01-05 01:00:00,41603.70695971,2021-01-05 01:00:00,1118.4,0.0177913272967193
2021-01-05 02:00:00,45287.85655738,2021-01-05 02:00:00,1081.11,-0.0333422746781117
2021-01-05 03:00:00,45968.83805668,2021-01-05 03:00:00,1001.32,-0.0738037757489985
2021-01-05 04:00:00,41778.25441696,2021-01-05 04:00:00,1004.72,0.0033955179163502
2021-01-05 05:00:00,40367.30592105,2021-01-05 05:00:00,990.92,-0.0137351699976113
2021-01-05 06:00:00,45090.21923077,2021-01-05 06:00:00,1015.9,0.0252088967827877
2021-01-05 07:00:00,43262.26277372,2021-01-05 07:00:00,1004.14,-0.0115759425140269
2021-01-05 08:00:00,47080.88652482,2021-01-05 08:00:00,1028.61,0.0243691118768298
2021-01-05 09:00:00,46372.13846154,2021-01-05 09:00:00,1037.75,0.0088857778944402
2021-01-05 10:00:00,44772.27881041,2021-01-05 10:00:00,1029.8,-0.0076608046253915
2021-01-05 11:00:00,46208.24180328,2021-01-05 11:00:00,1044.18,0.0139638764808702
2021-01-05 12:00:00,43365.33333333,2021-01-05 12:00:00,1030.87,-0.0127468444137985
2021-01-05 13:00:00,43062.79478827,2021-01-05 13:00:00,1025.28,-0.005422604208096
2021-01-05 14:00:00,44890.37354086,2021-01-05 14:00:00,1049.36,0.0234862671660422
2021-01-05 15:00:00,45756.11284047,2021-01-05 15:00:00,1053.98,0.0044026835404438
2021-01-05 16:00:00,44353.12840467,2021-01-05 16:00:00,1067.87,0.0131786181900983
2021-01-05 17:00:00,41104.82653061,2021-01-05 17:00:00,1084.18,0.0152733947016023
2021-01-05 18:00:00,43607.2633452,2021-01-05 18:00:00,1076.95,-0.0066686343596081
2021-01-05 19:00:00,43627.62105263,2021-01-05 19:00:00,1100.01,0.0214123218348112
2021-01-05 20:00:00,41255.52083333,2021-01-05 20:00:00,1101.33,0.0011999890910081
2021-01-05 21:00:00,41518.98091603,2021-01-05 21:00:00,1083.5,-0.0161895163120953
2021-01-05 22:00:00,42746.75,2021-01-05 22:00:00,1113.02,0.0272450392247345
2021-01-05 23:00:00,41683.92446043,2021-01-05 23:00:00,1101.29,-0.0105388941797991
2021-01-06 00:00:00,39994.71755725,2021-01-06 00:00:00,1082.52,-0.0170436488118479
2021-01-06 01:00:00,42496.27692308,2021-01-06 01:00:00,1073.03,-0.0087665816797841
2021-01-06 02:00:00,43202.91015625,2021-01-06 02:00:00,1079.14,0.0056941558017951
2021-01-06 03:00:00,42664.17004049,2021-01-06 03:00:00,1077.07,-0.0019181941175382
2021-01-06 04:00:00,43994.51893939,2021-01-06 04:00:00,1125.36,0.0448345975656176
2021-01-06 05:00:00,42478.81403509,2021-01-06 05:00:00,1104.55,-0.0184918603824553
2021-01-06 06:00:00,43527.7148289,2021-01-06 06:00:00,1116.31,0.010646869765968
2021-01-06 07:00:00,44802.5095057,2021-01-06 07:00:00,1107.01,-0.008331019161344
2021-01-06 08:00:00,45460.93425606,2021-01-06 08:00:00,1112.96,0.0053748385290106
2021-01-06 09:00:00,43026.80727273,2021-01-06 09:00:00,1101.74,-0.0100812248418631
2021-01-06 10:00:00,44113.6294964,2021-01-06 10:00:00,1117.7,0.0144861764118575
2021-01-06 11:00:00,46846.60079051,2021-01-06 11:00:00,1159.56,0.037451910172676
2021-01-06 12:00:00,42633.88321168,2021-01-06 12:00:00,1149.44,-0.0087274483424746
2021-01-06 13:00:00,45005.88321168,2021-01-06 13:00:00,1137.98,-0.0099700723830735
2021-01-06 14:00:00,44708.15140845,2021-01-06 14:00:00,1134.3,-0.003233800242535
2021-01-06 15:00:00,44805.79865772,2021-01-06 15:00:00,1144.0,0.0085515295777132
2021-01-06 16:00:00,47303.71372549,2021-01-06 16:00:00,1174.19,0.0263898601398602
2021-01-06 17:00:00,45935.15302491,2021-01-06 17:00:00,1195.75,0.0183615939498718
2021-01-06 18:00:00,45754.52255639,2021-01-06 18:00:00,1194.98,-0.0006439473134015
2021-01-06 19:00:00,44500.01056338,2021-01-06 19:00:00,1162.33,-0.0273226330147785
2021-01-06 20:00:00,47902.80363636,2021-01-06 20:00:00,1199.81,0.0322455756970911
2021-01-06 21:00:00,43126.98909091,2021-01-06 21:00:00,1182.49,-0.014435618973004
2021-01-06 22:00:00,42020.37450199,2021-01-06 22:00:00,1179.41,-0.0026046731896252
2021-01-06 23:00:00,42273.85714286,2021-01-06 23:00:00,1212.64,0.0281751045014031
2021-01-07 00:00:00,43142.21561338,2021-01-07 00:00:00,1203.18,-0.0078011611030479
2021-01-07 01:00:00,46285.125,2021-01-07 01:00:00,1203.79,0.0005069898103358
2021-01-07 02:00:00,43380.61986301,2021-01-07 02:00:00,1198.97,-0.0040040206348282
2021-01-07 03:00:00,45315.41580756,2021-01-07 03:00:00,1218.26,0.0160888095615403
2021-01-07 04:00:00,44086.34572491,2021-01-07 04:00:00,1214.3,-0.0032505376520611
2021-01-07 05:00:00,46336.92827004,2021-01-07 05:00:00,1210.44,-0.0031787861319277
2021-01-07 06:00:00,45165.15708812,2021-01-07 06:00:00,1200.0,-0.0086249628234361
2021-01-07 07:00:00,44252.86046512,2021-01-07 07:00:00,1187.28,-0.0106
2021-01-07 08:00:00,46125.76811594,2021-01-07 08:00:00,1197.79,0.0088521662960716
2021-01-07 09:00:00,45816.064,2021-01-07 09:00:00,1208.12,0.0086242162649545
2021-01-07 10:00:00,43356.58888889,2021-01-07 10:00:00,1185.1,-0.0190543985696785
2021-01-07 11:00:00,43591.0,2021-01-07 11:00:00,1205.05,0.0168340224453633
2021-01-07 12:00:00,45821.9037037,2021-01-07 12:00:00,1231.46,0.0219161030662629
2021-01-07 13:00:00,46036.34926471,2021-01-07 13:00:00,1221.39,-0.0081772854985139
2021-01-07 14:00:00,46708.47945205,2021-01-07 14:00:00,1225.59,0.0034387050819146
2021-01-07 15:00:00,47438.72043011,2021-01-07 15:00:00,1253.74,0.0229685294429622
2021-01-07 16:00:00,47745.49425287,2021-01-07 16:00:00,1268.94,0.0121237258123694
2021-01-07 17:00:00,44057.62867647,2021-01-07 17:00:00,1275.48,0.005153907986193
2021-01-07 18:00:00,46195.07346939,2021-01-07 18:00:00,1224.92,-0.0396399786746949
2021-01-07 19:00:00,45529.64049587,2021-01-07 19:00:00,1236.5,0.0094536786075825
2021-01-07 20:00:00,41864.76356589,2021-01-07 20:00:00,1245.24,0.0070683380509501
2021-01-07 21:00:00,43350.95422535,2021-01-07 21:00:00,1256.78,0.0092672898397094
2021-01-07 22:00:00,42007.0669145,2021-01-07 22:00:00,1247.34,-0.0075112589315552
2021-01-07 23:00:00,46646.58436214,2021-01-07 23:00:00,1227.12,-0.0162104959353504
2021-01-08 00:00:00,41824.5,2021-01-08 00:00:00,1184.62,-0.0346339396310059
2021-01-08 01:00:00,44258.52313167,2021-01-08 01:00:00,1186.67,0.0017305127382623
2021-01-08 02:00:00,46733.15884477,2021-01-08 02:00:00,1113.18,-0.0619296013213446
2021-01-08 03:00:00,46674.35766423,2021-01-08 03:00:00,1150.95,0.033929822670188
2021-01-08 04:00:00,42580.18461538,2021-01-08 04:00:00,1169.35,0.0159867935183977
2021-01-08 05:00:00,42837.78985507,2021-01-08 05:00:00,1149.4,-0.0170607602514215
2021-01-08 06:00:00,39688.95876289,2021-01-08 06:00:00,1176.65,0.0237080215764746
2021-01-08 07:00:00,46267.36015326,2021-01-08 07:00:00,1209.09,0.02756979560617
2021-01-08 08:00:00,44307.19520548,2021-01-08 08:00:00,1202.16,-0.0057315832568294
2021-01-08 09:00:00,44621.92605634,2021-01-08 09:00:00,1224.07,0.0182255273840419
2021-01-08 10:00:00,44960.16724739,2021-01-08 10:00:00,1254.83,0.025129281822118
2021-01-08 11:00:00,45388.81978799,2021-01-08 11:00:00,1259.41,0.0036498967987697
2021-01-08 12:00:00,45434.7063197,2021-01-08 12:00:00,1252.0,-0.005883707450314
2021-01-08 13:00:00,45542.37931034,2021-01-08 13:00:00,1252.25,0.0001996805111821
2021-01-08 14:00:00,44037.97552448,2021-01-08 14:00:00,1260.6,0.0066679976043122
2021-01-08 15:00:00,46531.37593985,2021-01-08 15:00:00,1217.52,-0.0341742027605901
2021-01-08 16:00:00,43610.65925926,2021-01-08 16:00:00,1228.65,0.0091415336093041
2021-01-08 17:00:00,40753.05859375,2021-01-08 17:00:00,1217.15,-0.0093598665201644
2021-01-08 18:00:00,41699.38435374,2021-01-08 18:00:00,1183.11,-0.0279669720248122
2021-01-08 19:00:00,40445.71484375,2021-01-08 19:00:00,1185.7,0.0021891455570488
2021-01-08 20:00:00,43059.74169742,2021-01-08 20:00:00,1148.13,-0.0316859239267942
2021-01-08 21:00:00,42845.28776978,2021-01-08 21:00:00,1195.1,0.0409100014806684
2021-01-08 22:00:00,41446.25793651,2021-01-08 22:00:00,1219.22,0.020182411513681
2021-01-08 23:00:00,39348.80851064,2021-01-08 23:00:00,1218.39,-0.0006807631108413
2021-01-09 00:00:00,40771.67910448,2021-01-09 00:00:00,1200.01,-0.0150854816602238
2021-01-09 01:00:00,40762.00961538,2021-01-09 01:00:00,1200.15,0.0001166656944526
2021-01-09 02:00:00,43279.46212121,2021-01-09 02:00:00,1201.43,0.0010665333499979
2021-01-09 03:00:00,41718.92250923,2021-01-09 03:00:00,1229.03,0.0229726242893884
2021-01-09 04:00:00,41100.00769231,2021-01-09 04:00:00,1221.32,-0.0062732398720942
2021-01-09 05:00:00,39899.89454545,2021-01-09 05:00:00,1186.08,-0.0288540267906854
2021-01-09 06:00:00,40432.42647059,2021-01-09 06:00:00,1180.75,-0.0044937946850127
2021-01-09 07:00:00,45233.84615385,2021-01-09 07:00:00,1198.0,0.0146093584586068
2021-01-09 08:00:00,44330.43173432,2021-01-09 08:00:00,1209.38,0.0094991652754592
2021-01-09 09:00:00,43609.53612167,2021-01-09 09:00:00,1213.78,0.0036382278522877
2021-01-09 10:00:00,42772.044,2021-01-09 10:00:00,1220.51,0.0055446621298753
2021-01-09 11:00:00,43689.38582677,2021-01-09 11:00:00,1223.0,0.0020401307650079
2021-01-09 12:00:00,39427.04029304,2021-01-09 12:00:00,1226.44,0.002812755519215
2021-01-09 13:00:00,41053.51459854,2021-01-09 13:00:00,1224.03,-0.0019650370177098
2021-01-09 14:00:00,43429.1056338,2021-01-09 14:00:00,1225.21,0.0009640286594283
2021-01-09 15:00:00,46059.95020747,2021-01-09 15:00:00,1222.24,-0.0024240742403343
2021-01-09 16:00:00,43808.40492958,2021-01-09 16:00:00,1203.9,-0.015005236287472
2021-01-09 17:00:00,41580.78700361,2021-01-09 17:00:00,1226.18,0.0185065204751224
2021-01-09 18:00:00,40554.13286713,2021-01-09 18:00:00,1228.37,0.001786034676801
2021-01-09 19:00:00,42492.59215686,2021-01-09 19:00:00,1233.07,0.0038262087156151
2021-01-09 20:00:00,45177.74750831,2021-01-09 20:00:00,1276.97,0.0356021961445822
2021-01-09 21:00:00,44997.77186312,2021-01-09 21:00:00,1296.14,0.0150120989529902
2021-01-09 22:00:00,43393.67910448,2021-01-09 22:00:00,1291.6,-0.0035027080407982
2021-01-09 23:00:00,41573.0,2021-01-09 23:00:00,1279.96,-0.0090120780427376
2021-01-10 00:00:00,40974.88928571,2021-01-10 00:00:00,1295.09,0.0118206818963091
2021-01-10 01:00:00,44238.30072464,2021-01-10 01:00:00,1327.76,0.0252260460662965
2021-01-10 02:00:00,44073.08870968,2021-01-10 02:00:00,1343.93,0.0121784057359763
2021-01-10 03:00:00,38987.32508834,2021-01-10 03:00:00,1314.55,-0.0218612576547886
2021-01-10 04:00:00,40808.64874552,2021-01-10 04:00:00,1321.77,0.0054923738161347
2021-01-10 05:00:00,40054.12355212,2021-01-10 05:00:00,1317.53,-0.003207819817366
2021-01-10 06:00:00,39642.41216216,2021-01-10 06:00:00,1327.41,0.0074988804808999
2021-01-10 07:00:00,44023.07604563,2021-01-10 07:00:00,1347.79,0.0153532066204111
2021-01-10 08:00:00,45093.65789474,2021-01-10 08:00:00,1332.83,-0.0110996520229412
2021-01-10 09:00:00,41299.55709343,2021-01-10 09:00:00,1335.33,0.0018757080798001
2021-01-10 10:00:00,44775.6962963,2021-01-10 10:00:00,1321.5,-0.0103569904068656
2021-01-10 11:00:00,46024.58536585,2021-01-10 11:00:00,1262.9,-0.0443435489973513
2021-01-10 12:00:00,43408.10740741,2021-01-10 12:00:00,1291.46,0.0226146171510015
2021-01-10 13:00:00,41699.77536232,2021-01-10 13:00:00,1312.02,0.0159199665494866
2021-01-10 14:00:00,40401.46575342,2021-01-10 14:00:00,1297.38,-0.0111583664883155
2021-01-10 15:00:00,42532.33211679,2021-01-10 15:00:00,1305.43,0.0062048127765188
2021-01-10 16:00:00,43143.92213115,2021-01-10 16:00:00,1300.12,-0.0040676252269368
2021-01-10 17:00:00,45413.08561644,2021-01-10 17:00:00,1303.83,0.0028535827462081
2021-01-10 18:00:00,42771.15530303,2021-01-10 18:00:00,1286.99,-0.0129157942369786
2021-01-10 19:00:00,40533.83154122,2021-01-10 19:00:00,1266.85,-0.0156489172410042
2021-01-10 20:00:00,45810.00374532,2021-01-10 20:00:00,1261.21,-0.004451987212377
2021-01-10 21:00:00,44699.2804428,2021-01-10 21:00:00,1274.12,0.0102362017427706
2021-01-10 22:00:00,42386.59386973,2021-01-10 22:00:00,1276.11,0.0015618623049633
2021-01-10 23:00:00,39614.3880597,2021-01-10 23:00:00,1257.96,-0.0142229118179466
2021-01-11 00:00:00,41015.48120301,2021-01-11 00:00:00,1223.78,-0.0271709752297371
2021-01-11 01:00:00,42376.75268817,2021-01-11 01:00:00,1210.92,-0.0105084247168607
2021-01-11 02:00:00,44320.84462151,2021-01-11 02:00:00,1189.22,-0.0179202589766458
2021-01-11 03:00:00,45210.07534247,2021-01-11 03:00:00,1104.99,-0.0708279376397975
2021-01-11 04:00:00,48794.9765625,2021-01-11 04:00:00,1114.24,0.0083711164806921
2021-01-11 05:00:00,46487.11111111,2021-01-11 05:00:00,1094.92,-0.0173391728891441
2021-01-11 06:00:00,46163.26785714,2021-01-11 06:00:00,1028.65,-0.0605249698608116
2021-01-11 07:00:00,48838.5467128,2021-01-11 07:00:00,1071.95,0.0420940067078208
2021-01-11 08:00:00,47901.05755396,2021-01-11 08:00:00,1109.0,0.0345631792527636
2021-01-11 09:00:00,46203.6484375,2021-01-11 09:00:00,1136.6,0.0248872858431017
2021-01-11 10:00:00,41336.59717314,2021-01-11 10:00:00,1112.74,-0.0209924335738165
2021-01-11 11:00:00,44872.81597222,2021-01-11 11:00:00,1068.9,-0.0393982421769685
2021-01-11 12:00:00,45955.88679245,2021-01-11 12:00:00,1074.25,0.0050051454766582
2021-01-11 13:00:00,45560.68181818,2021-01-11 13:00:00,1026.88,-0.0440958808471024
2021-01-11 14:00:00,46426.330033,2021-01-11 14:00:00,1039.93,0.0127083982549081
2021-01-11 15:00:00,47288.78346457,2021-01-11 15:00:00,977.55,-0.0599848066696797
2021-01-11 16:00:00,45501.87777778,2021-01-11 16:00:00,965.38,-0.0124494910746253
2021-01-11 17:00:00,46501.23021583,2021-01-11 17:00:00,998.38,0.0341834303590296
2021-01-11 18:00:00,46185.56756757,2021-01-11 18:00:00,993.69,-0.0046976101284079
2021-01-11 19:00:00,42904.02413793,2021-01-11 19:00:00,984.78,-0.0089665791142107
2021-01-11 20:00:00,44035.30545455,2021-01-11 20:00:00,1021.22,0.0370031885294177
2021-01-11 21:00:00,44110.06049822,2021-01-11 21:00:00,1032.22,0.0107714302500929
2021-01-11 22:00:00,44981.02702703,2021-01-11 22:00:00,1057.77,0.0247524752475247
2021-01-11 23:00:00,43141.58736059,2021-01-11 23:00:00,1086.94,0.0275768834434708
2021-01-12 00:00:00,41766.008,2021-01-12 00:00:00,1062.08,-0.0228715476475243
2021-01-12 01:00:00,40113.38327526,2021-01-12 01:00:00,1055.55,-0.0061483127448026
2021-01-12 02:00:00,41090.38461538,2021-01-12 02:00:00,1070.1,0.0137842830751739
2021-01-12 03:00:00,42514.25,2021-01-12 03:00:00,1089.73,0.018344079992524
2021-01-12 04:00:00,42589.11952191,2021-01-12 04:00:00,1097.33,0.0069742046194927
2021-01-12 05:00:00,42231.80970149,2021-01-12 05:00:00,1130.76,0.0304648556040572
2021-01-12 06:00:00,41333.1650165,2021-01-12 06:00:00,1139.13,0.0074021012416429
2021-01-12 07:00:00,44395.33828996,2021-01-12 07:00:00,1140.54,0.0012377867319794
2021-01-12 08:00:00,45402.0203252,2021-01-12 08:00:00,1118.58,-0.0192540375611552
2021-01-12 09:00:00,41988.75088968,2021-01-12 09:00:00,1116.95,-0.0014572046702067
2021-01-12 10:00:00,44881.69387755,2021-01-12 10:00:00,1086.43,-0.0273244102242714
2021-01-12 11:00:00,39553.16412214,2021-01-12 11:00:00,1101.08,0.0134845319072558
2021-01-12 12:00:00,39239.36428571,2021-01-12 12:00:00,1088.0,-0.0118792458313654
2021-01-12 13:00:00,43570.57786885,2021-01-12 13:00:00,1027.09,-0.0559834558823529
2021-01-12 14:00:00,44763.14137931,2021-01-12 14:00:00,1036.86,0.0095123114819537
2021-01-12 15:00:00,45921.44117647,2021-01-12 15:00:00,1053.97,0.0165017456551512
2021-01-12 16:00:00,43015.91156463,2021-01-12 16:00:00,1107.47,0.0507604580775544
2021-01-12 17:00:00,40093.86875,2021-01-12 17:00:00,1119.16,0.0105555906706276
2021-01-12 18:00:00,41255.76981132,2021-01-12 18:00:00,1106.87,-0.0109814503734946
2021-01-12 19:00:00,39517.94423792,2021-01-12 19:00:00,1084.08,-0.0205895904668117
2021-01-12 20:00:00,38708.64981949,2021-01-12 20:00:00,1081.68,-0.0022138587558112
2021-01-12 21:00:00,37887.7732342,2021-01-12 21:00:00,1078.98,-0.0024961171510983
2021-01-12 22:00:00,39385.99305556,2021-01-12 22:00:00,1053.91,-0.0232349070418357
2021-01-12 23:00:00,42081.29151292,2021-01-12 23:00:00,1050.82,-0.0029319391598904
2021-01-13 00:00:00,40555.63157895,2021-01-13 00:00:00,991.69,-0.0562703412573036
2021-01-13 01:00:00,41902.18881119,2021-01-13 01:00:00,1031.37,0.040012503907471
2021-01-13 02:00:00,43949.456,2021-01-13 02:00:00,1031.45,7.756673162906402e-05
2021-01-13 03:00:00,39151.96538462,2021-01-13 03:00:00,1047.43,0.0154927529206456
2021-01-13 04:00:00,41669.26666667,2021-01-13 04:00:00,1024.8,-0.0216052624041702
2021-01-13 05:00:00,39452.71481481,2021-01-13 05:00:00,1036.7,0.0116120218579236
2021-01-13 06:00:00,37586.67944251,2021-01-13 06:00:00,1045.36,0.0083534291501878
2021-01-13 07:00:00,42523.88518519,2021-01-13 07:00:00,1076.75,0.0300279329608939
2021-01-13 08:00:00,44110.85882353,2021-01-13 08:00:00,1060.64,-0.0149616902716507
